network	context	genes_in_context	genes_not_in_network_absolute	genes_not_in_network_relative	genes_not_in_expression_file_absolute	genes_not_in_expression_file_relative	genes_filtered_by_threshold_absolute	genes_filtered_by_threshold_relative
string.human_links_v12_0_min900.Symbol.Brain_Hippocampus.GTEx.10.0	<a href=https://gtexportal.org/home/tissue/Brain_Hippocampus>Brain_Hippocampus</a>	5444	27477	0.699053579606167	98	0.008216651295380229	7829	0.6564098264442022
