#id: 3536693818
#name: H.sapiens - Brain (Integrated)
#score: 32.4
#coverage: 69
#description: integrated dataset: weighted average of all H.sapiens BRAIN: 32.4; Coverage: 69
#organ: BRAIN
#integrated: true
#weights: human_brain_Martens_2006_proteomics:0.251;PXD012101_Betz:0.251;PXD037133_brain_control:0.151;PXD012101_Purkinje:0.12;9606-PA_brain_201308:0.083;human_brain_atlas_201106:0.083;PXD020192_brain:0.031;PXD010154_Wang_Mol_Syst_Bio_2019_human_deep_proteome_Brain:0.016;human_brain_PA_2015-1:0.007;Fetal_Brain_Kim_2014_SEQUEST:0.007;
#publication_year: 2026
#filename: 9606-BRAIN-integrated.txt
#
#gene_name	string_external_id	abundance
ITPRIPL2	9606.ENSP00000370849	0.023
STAB2	9606.ENSP00000373539	0.023
EVX1	9606.ENSP00000419266	0.022
RIF1	9606.ENSP00000243326	0.022
ZFP57	9606.ENSP00000418259	0.022
VSTM2B	9606.ENSP00000335038	0.022
SLC25A52	9606.ENSP00000500333	0.022
TBC1D8	9606.ENSP00000386856	0.022
ARHGAP36	9606.ENSP00000276211	0.022
SPATA5L1	9606.ENSP00000305494	0.022
ARHGEF26	9606.ENSP00000348828	0.022
CCDC28B	9606.ENSP00000413017	0.022
USP40	9606.ENSP00000415434	0.022
RASSF1	9606.ENSP00000349547	0.022
ZNF473	9606.ENSP00000472808	0.022
AVIL	9606.ENSP00000257861	0.022
MAK	9606.ENSP00000346484	0.022
CENPU	9606.ENSP00000281453	0.022
FPGT-TNNI3K	9606.ENSP00000450895	0.022
BCL9L	9606.ENSP00000335320	0.022
SKIL	9606.ENSP00000415243	0.022
MCPH1	9606.ENSP00000342924	0.022
CD22	9606.ENSP00000085219	0.022
GIMAP8	9606.ENSP00000305107	0.022
MCL1	9606.ENSP00000358022	0.022
SPATA6	9606.ENSP00000360913	0.022
PANK3	9606.ENSP00000239231	0.022
GPR6	9606.ENSP00000406986	0.022
CCDC120	9606.ENSP00000474071	0.022
PCDHGA12	9606.ENSP00000252085	0.022
PHRF1	9606.ENSP00000264555	0.022
LIFR	9606.ENSP00000398368	0.022
USHBP1	9606.ENSP00000252597	0.022
VXN	9606.ENSP00000302260	0.022
FER1L6	9606.ENSP00000428280	0.022
PLD5	9606.ENSP00000440896	0.022
GPN2	9606.ENSP00000363250	0.022
APOBEC3G	9606.ENSP00000385057	0.022
PBX2	9606.ENSP00000364190	0.022
PI4K2B	9606.ENSP00000264864	0.022
ZNF8	9606.ENSP00000477716	0.022
MALT1	9606.ENSP00000497997	0.022
DPH1	9606.ENSP00000263083	0.022
SAMD1	9606.ENSP00000431971	0.022
NFAT5	9606.ENSP00000338806	0.022
KCNK1	9606.ENSP00000355580	0.022
STAB1	9606.ENSP00000312946	0.022
XIRP2	9606.ENSP00000386840	0.022
HIPK3	9606.ENSP00000304226	0.022
ALG1L2	9606.ENSP00000479850	0.022
HDAC8	9606.ENSP00000362674	0.022
MAP3K4	9606.ENSP00000375986	0.022
THAP11	9606.ENSP00000304689	0.022
FZR1	9606.ENSP00000378529	0.022
DYNC2LI1	9606.ENSP00000474032	0.022
MATN2	9606.ENSP00000254898	0.022
DOCK8	9606.ENSP00000394888	0.022
KCTD2	9606.ENSP00000312814	0.022
SPOCD1	9606.ENSP00000353670	0.022
ZNRF1	9606.ENSP00000335091	0.022
ARRDC1	9606.ENSP00000360475	0.022
TECRL	9606.ENSP00000370607	0.022
SIN3B	9606.ENSP00000369131	0.022
PXDN	9606.ENSP00000252804	0.022
M0R3H8_HUMAN	9606.ENSP00000473233	0.022
DLEC1	9606.ENSP00000308597	0.022
PCDHGB5	9606.ENSP00000478258	0.022
MYO15A	9606.ENSP00000495481	0.022
ARL6IP6	9606.ENSP00000315357	0.022
NOTCH3	9606.ENSP00000263388	0.022
IRAK1	9606.ENSP00000358997	0.022
SLC35A1	9606.ENSP00000358565	0.022
TRIP10	9606.ENSP00000320117	0.022
SEMA4G	9606.ENSP00000210633	0.022
FAM50B	9606.ENSP00000369627	0.022
ATXN1	9606.ENSP00000244769	0.022
PCDHGA8	9606.ENSP00000381605	0.022
ANAPC4	9606.ENSP00000426654	0.021
CD177	9606.ENSP00000479536	0.021
CASD1	9606.ENSP00000297273	0.021
FSTL5	9606.ENSP00000305334	0.021
CRELD2	9606.ENSP00000383938	0.021
GRAP	9606.ENSP00000284154	0.021
MMP23B	9606.ENSP00000348308	0.021
ASCC2	9606.ENSP00000380877	0.021
RBM34	9606.ENSP00000386226	0.021
SLBP	9606.ENSP00000417686	0.021
TFDP2	9606.ENSP00000420616	0.021
EMILIN3	9606.ENSP00000332806	0.021
PLA2R1	9606.ENSP00000283243	0.021
INTS1	9606.ENSP00000385722	0.021
ST7L	9606.ENSP00000350734	0.021
POGLUT3	9606.ENSP00000315386	0.021
ATN1	9606.ENSP00000379915	0.021
TCTEX1D4	9606.ENSP00000341803	0.021
ISX	9606.ENSP00000311492	0.021
RDH10	9606.ENSP00000240285	0.021
SEMA3D	9606.ENSP00000284136	0.021
CTRB2	9606.ENSP00000303963	0.021
POT1	9606.ENSP00000350249	0.021
IFNGR1	9606.ENSP00000356713	0.021
BEST2	9606.ENSP00000448310	0.021
ZDHHC8	9606.ENSP00000384716	0.021
SMG5	9606.ENSP00000355261	0.021
DNAL4	9606.ENSP00000216068	0.021
DZIP3	9606.ENSP00000355028	0.021
NABP2	9606.ENSP00000369545	0.021
EMP1	9606.ENSP00000256951	0.021
PON3	9606.ENSP00000265627	0.021
INTS4	9606.ENSP00000434466	0.021
ATM	9606.ENSP00000278616	0.021
ZGPAT	9606.ENSP00000332013	0.021
AP5Z1	9606.ENSP00000497815	0.021
SLC30A6	9606.ENSP00000368648	0.021
CDH7	9606.ENSP00000381058	0.021
BEGAIN	9606.ENSP00000411124	0.021
SETDB1	9606.ENSP00000271640	0.021
MTERF3	9606.ENSP00000287025	0.021
KHDC4	9606.ENSP00000357304	0.021
ZBTB32	9606.ENSP00000376035	0.021
PARP9	9606.ENSP00000353512	0.021
PXMP4	9606.ENSP00000386385	0.021
KIF9	9606.ENSP00000333942	0.021
PSME4	9606.ENSP00000384211	0.021
GOLGA6L2	9606.ENSP00000454407	0.021
FAM118A	9606.ENSP00000216214	0.021
ZNF185	9606.ENSP00000440847	0.021
TRAK1	9606.ENSP00000328998	0.021
MMP14	9606.ENSP00000308208	0.021
IREB2	9606.ENSP00000258886	0.021
MYLK2	9606.ENSP00000365162	0.02
CDH17	9606.ENSP00000027335	0.02
PROSER2	9606.ENSP00000277570	0.02
PLIN1	9606.ENSP00000300055	0.02
INTS12	9606.ENSP00000415433	0.02
GRHL1	9606.ENSP00000324693	0.02
CCDC151	9606.ENSP00000348757	0.02
C3orf20	9606.ENSP00000253697	0.02
GMEB1	9606.ENSP00000294409	0.02
AFF4	9606.ENSP00000265343	0.02
ZNF225	9606.ENSP00000262894	0.02
TBC1D2B	9606.ENSP00000300584	0.02
LCMT2	9606.ENSP00000307214	0.02
FANCD2	9606.ENSP00000287647	0.02
RIOK1	9606.ENSP00000369162	0.02
TBC1D19	9606.ENSP00000264866	0.02
JCAD	9606.ENSP00000364526	0.02
PCDHGB4	9606.ENSP00000428288	0.02
UGT2A3	9606.ENSP00000251566	0.02
ZNF330	9606.ENSP00000262990	0.02
YBEY	9606.ENSP00000329614	0.02
PDZK1	9606.ENSP00000342143	0.02
GTPBP8	9606.ENSP00000373176	0.02
TYK2	9606.ENSP00000431885	0.02
AKAP11	9606.ENSP00000025301	0.02
ONECUT3	9606.ENSP00000371786	0.02
SRBD1	9606.ENSP00000263736	0.02
SRCAP	9606.ENSP00000262518	0.02
SLC4A3	9606.ENSP00000273063	0.02
ZNF106	9606.ENSP00000263805	0.02
TMEM134	9606.ENSP00000312615	0.02
PARD6B	9606.ENSP00000360672	0.02
C9orf40	9606.ENSP00000366050	0.02
BAP1	9606.ENSP00000417132	0.02
TNRC6C	9606.ENSP00000336783	0.02
OTUD5	9606.ENSP00000156084	0.02
MYPN	9606.ENSP00000351790	0.02
POU2F2	9606.ENSP00000431603	0.02
ACVR2A	9606.ENSP00000241416	0.02
SMC6	9606.ENSP00000404092	0.02
C6orf89	9606.ENSP00000347322	0.02
ARHGEF10	9606.ENSP00000431012	0.02
RNGTT	9606.ENSP00000358497	0.02
GOLGA6L7	9606.ENSP00000490318	0.02
SIPA1L3	9606.ENSP00000222345	0.02
RAMP2	9606.ENSP00000253796	0.02
PARP12	9606.ENSP00000263549	0.02
PAGE5	9606.ENSP00000289619	0.02
OCLN	9606.ENSP00000347379	0.02
TMDD1	9606.ENSP00000493167	0.02
USP49	9606.ENSP00000377797	0.02
CNST	9606.ENSP00000355470	0.02
SORCS1	9606.ENSP00000263054	0.02
AFF3	9606.ENSP00000386834	0.02
OR51G2	9606.ENSP00000493323	0.02
SH2B3	9606.ENSP00000345492	0.02
ZG16	9606.ENSP00000383563	0.02
ZNF2	9606.ENSP00000482030	0.02
HIRIP3	9606.ENSP00000279392	0.02
RBM45	9606.ENSP00000286070	0.02
ZBTB33	9606.ENSP00000450969	0.02
RHOBTB2	9606.ENSP00000427926	0.02
CHSY3	9606.ENSP00000302629	0.02
SPAG6	9606.ENSP00000365811	0.02
GCFC2	9606.ENSP00000318690	0.02
LRCH4	9606.ENSP00000309689	0.02
ZNF219	9606.ENSP00000354206	0.02
NME6	9606.ENSP00000416658	0.02
RERE	9606.ENSP00000338629	0.02
FMO5	9606.ENSP00000254090	0.02
CSMD1	9606.ENSP00000489225	0.02
EDNRA	9606.ENSP00000315011	0.02
FRZB	9606.ENSP00000295113	0.019
MED1	9606.ENSP00000300651	0.019
AZIN2	9606.ENSP00000362540	0.019
NSUN5	9606.ENSP00000309126	0.019
COL9A2	9606.ENSP00000361834	0.019
VGLL4	9606.ENSP00000404251	0.019
MOAP1	9606.ENSP00000451594	0.019
AIFM2	9606.ENSP00000478931	0.019
SUGCT	9606.ENSP00000486291	0.019
PIAS1	9606.ENSP00000438574	0.019
MANBA	9606.ENSP00000495247	0.019
SS18	9606.ENSP00000414516	0.019
TEX36	9606.ENSP00000357811	0.019
ELL	9606.ENSP00000262809	0.019
KIAA1755	9606.ENSP00000279024	0.019
USP3	9606.ENSP00000369681	0.019
FEM1B	9606.ENSP00000307298	0.019
DRP2	9606.ENSP00000378635	0.019
KCNT1	9606.ENSP00000360822	0.019
ORC5	9606.ENSP00000297431	0.019
USP16	9606.ENSP00000334808	0.019
DPYD	9606.ENSP00000359211	0.019
HIRA	9606.ENSP00000263208	0.019
CYP2C9	9606.ENSP00000260682	0.019
CST5	9606.ENSP00000307132	0.019
PRMT9	9606.ENSP00000314396	0.019
SS18L1	9606.ENSP00000333012	0.019
ODF2L	9606.ENSP00000359600	0.019
GDPD3	9606.ENSP00000384363	0.019
DHRS3	9606.ENSP00000480439	0.019
JAG1	9606.ENSP00000254958	0.019
ACAD10	9606.ENSP00000389813	0.019
CYP2C19	9606.ENSP00000360372	0.019
ADGRD2	9606.ENSP00000335156	0.019
ZNF592	9606.ENSP00000452877	0.019
SNCAIP	9606.ENSP00000261367	0.019
CD300LG	9606.ENSP00000321005	0.019
GBP6	9606.ENSP00000359485	0.019
TRIM22	9606.ENSP00000369299	0.019
CACTIN	9606.ENSP00000415078	0.019
TSGA10	9606.ENSP00000377123	0.019
DBF4	9606.ENSP00000265728	0.019
SCMH1	9606.ENSP00000318094	0.019
FCGR2B	9606.ENSP00000351497	0.019
SWT1	9606.ENSP00000356470	0.019
DTX3L	9606.ENSP00000296161	0.019
CASQ1	9606.ENSP00000357057	0.019
CSMD3	9606.ENSP00000297405	0.019
RBM33	9606.ENSP00000384160	0.019
CMA1	9606.ENSP00000250378	0.018
EXOC3L2	9606.ENSP00000252482	0.018
AKIP1	9606.ENSP00000310459	0.018
DDX54	9606.ENSP00000323858	0.018
FTSJ1	9606.ENSP00000326948	0.018
SBNO2	9606.ENSP00000354733	0.018
SMYD2	9606.ENSP00000355924	0.018
SYTL1	9606.ENSP00000440704	0.018
LBP	9606.ENSP00000217407	0.018
NCOA1	9606.ENSP00000385216	0.018
GRASP	9606.ENSP00000293662	0.018
OSBPL7	9606.ENSP00000007414	0.018
PILRA	9606.ENSP00000198536	0.018
WDR24	9606.ENSP00000293883	0.018
NDOR1	9606.ENSP00000360576	0.018
JPH2	9606.ENSP00000362071	0.018
CRACR2B	9606.ENSP00000435299	0.018
ADGRA1	9606.ENSP00000376384	0.018
KCTD18	9606.ENSP00000352941	0.018
ARHGEF18-2	9606.ENSP00000499655	0.018
TEX51	9606.ENSP00000489776	0.018
ALG6	9606.ENSP00000263440	0.018
TACR1	9606.ENSP00000303522	0.018
STX3	9606.ENSP00000338562	0.018
TKTL1	9606.ENSP00000358931	0.018
CTBS	9606.ENSP00000359664	0.018
DDX60	9606.ENSP00000377344	0.018
RAB40B	9606.ENSP00000461785	0.018
TEFM	9606.ENSP00000462963	0.018
TPRN	9606.ENSP00000387100	0.018
FOXO3	9606.ENSP00000339527	0.018
DNAAF4	9606.ENSP00000323275	0.018
ARMH4	9606.ENSP00000267485	0.018
KCNJ11	9606.ENSP00000345708	0.018
AFF2	9606.ENSP00000359489	0.018
ZXDB	9606.ENSP00000364023	0.018
SPTY2D1	9606.ENSP00000337991	0.018
TAL1	9606.ENSP00000294339	0.018
DHX34	9606.ENSP00000331907	0.018
PCDHGA7	9606.ENSP00000430024	0.018
TRMT10A	9606.ENSP00000273962	0.018
ARL14EP	9606.ENSP00000282032	0.018
CRTC2	9606.ENSP00000357622	0.018
BCL7C	9606.ENSP00000369674	0.018
TBC1D14	9606.ENSP00000386921	0.018
TTC23L	9606.ENSP00000422188	0.018
YTHDC2	9606.ENSP00000161863	0.018
ANKRD33	9606.ENSP00000301190	0.018
CCDC168	9606.ENSP00000320232	0.018
EFCAB14	9606.ENSP00000361001	0.018
RXFP2	9606.ENSP00000298386	0.018
CBX7	9606.ENSP00000216133	0.018
SAV1	9606.ENSP00000324729	0.018
CDKN2A	9606.ENSP00000418915	0.018
LAMA3	9606.ENSP00000324532	0.018
INTS14	9606.ENSP00000498715	0.018
ESF1	9606.ENSP00000202816	0.018
ZIC3	9606.ENSP00000287538	0.018
GPAT2	9606.ENSP00000389395	0.018
MYO3B	9606.ENSP00000386213	0.018
DEF6	9606.ENSP00000319831	0.018
PROB1	9606.ENSP00000416033	0.018
TMEM44	9606.ENSP00000376227	0.018
BCL9	9606.ENSP00000234739	0.018
RBM28	9606.ENSP00000223073	0.017
TUSC1	9606.ENSP00000350716	0.017
B4GALT5	9606.ENSP00000360776	0.017
POMT1	9606.ENSP00000361302	0.017
SPHKAP	9606.ENSP00000375909	0.017
SS18L2	9606.ENSP00000401115	0.017
XAGE2	9606.ENSP00000286049	0.017
HS3ST5	9606.ENSP00000427888	0.017
IL13RA1	9606.ENSP00000360730	0.017
HLTF	9606.ENSP00000308944	0.017
JADE3	9606.ENSP00000481850	0.017
HS6ST2	9606.ENSP00000429473	0.017
UTP20	9606.ENSP00000261637	0.017
ITGAL	9606.ENSP00000349252	0.017
PLCG2	9606.ENSP00000482457	0.017
CDRT15	9606.ENSP00000402355	0.017
TNRC6B	9606.ENSP00000401946	0.017
SAYSD1	9606.ENSP00000229903	0.017
VMAC	9606.ENSP00000343348	0.017
CTNNBIP1	9606.ENSP00000366474	0.017
HYKK	9606.ENSP00000373640	0.017
LRRC3B	9606.ENSP00000379880	0.017
BHLHA15	9606.ENSP00000476312	0.017
POLK	9606.ENSP00000241436	0.017
BRI3	9606.ENSP00000297290	0.017
SOWAHB	9606.ENSP00000334879	0.017
DENND6A	9606.ENSP00000311401	0.017
FAM135A	9606.ENSP00000410768	0.017
SYNPO2L	9606.ENSP00000378289	0.017
TUT7	9606.ENSP00000365130	0.017
MCM3AP	9606.ENSP00000291688	0.017
PAAF1	9606.ENSP00000438071	0.017
CARTPT	9606.ENSP00000296777	0.017
CPXM1	9606.ENSP00000369979	0.017
ZFYVE9	9606.ENSP00000287727	0.017
TAF9B	9606.ENSP00000339917	0.017
PCDH20-2	9606.ENSP00000386653	0.017
PCDH20	9606.ENSP00000387250	0.017
MN1	9606.ENSP00000304956	0.017
TBP	9606.ENSP00000230354	0.017
TOB1	9606.ENSP00000427695	0.017
PRR5	9606.ENSP00000384848	0.017
RHPN2	9606.ENSP00000254260	0.017
REL	9606.ENSP00000295025	0.017
CLEC14A	9606.ENSP00000353013	0.017
TRDMT1	9606.ENSP00000367030	0.017
PXDC1	9606.ENSP00000369636	0.017
NPRL3	9606.ENSP00000483814	0.017
PCDHGA9	9606.ENSP00000460274	0.017
BEST1	9606.ENSP00000399709	0.017
PTH1R	9606.ENSP00000402723	0.017
FOLR3	9606.ENSP00000481114	0.017
CDH18	9606.ENSP00000371710	0.017
RAPGEFL1	9606.ENSP00000479735	0.017
TMEM74	9606.ENSP00000297459	0.017
SAPCD2	9606.ENSP00000386348	0.017
ANAPC16	9606.ENSP00000477760	0.017
LRRC41	9606.ENSP00000477792	0.017
FOXP1	9606.ENSP00000484803	0.017
LRP2	9606.ENSP00000496870	0.017
PCDHGA4	9606.ENSP00000458570	0.017
CCDC57	9606.ENSP00000376154	0.017
ADCY6	9606.ENSP00000311405	0.017
DCAF10	9606.ENSP00000366953	0.017
FASTKD1	9606.ENSP00000400513	0.017
CARD8	9606.ENSP00000499211	0.017
PCDHGA6	9606.ENSP00000429601	0.017
RAI1	9606.ENSP00000323074	0.017
IFT81	9606.ENSP00000242591	0.017
MATK	9606.ENSP00000378485	0.017
JAK2	9606.ENSP00000371067	0.017
DMPK	9606.ENSP00000345997	0.017
LYST	9606.ENSP00000374443	0.017
COMP	9606.ENSP00000222271	0.017
CD40	9606.ENSP00000361359	0.017
DMGDH	9606.ENSP00000255189	0.017
BCL2	9606.ENSP00000381185	0.017
PLA2G4C	9606.ENSP00000472546	0.017
PSKH1	9606.ENSP00000291041	0.017
ZNF280D	9606.ENSP00000267807	0.016
LSR	9606.ENSP00000480821	0.016
SREK1IP1	9606.ENSP00000427401	0.016
B9D1	9606.ENSP00000261499	0.016
CES2	9606.ENSP00000499140	0.016
SIGLEC6	9606.ENSP00000401502	0.016
MND1	9606.ENSP00000240488	0.016
TMEM254	9606.ENSP00000361355	0.016
SLC4A5	9606.ENSP00000251768	0.016
PROX1	9606.ENSP00000355925	0.016
SAMD9L	9606.ENSP00000326247	0.016
DNAJC22	9606.ENSP00000446830	0.016
SIAH3	9606.ENSP00000383256	0.016
MRPL51	9606.ENSP00000229238	0.016
MZB1	9606.ENSP00000303920	0.016
ANGEL2	9606.ENSP00000355929	0.016
TAF8	9606.ENSP00000362068	0.016
RAB7B	9606.ENSP00000479762	0.016
CYP11A1	9606.ENSP00000268053	0.016
MAPK8IP2	9606.ENSP00000330572	0.016
PADI3	9606.ENSP00000364609	0.016
VCPKMT	9606.ENSP00000379201	0.016
ZRANB3	9606.ENSP00000264159	0.016
ZFYVE26	9606.ENSP00000251119	0.016
PDZD3	9606.ENSP00000347742	0.016
EXTL3	9606.ENSP00000220562	0.016
PLEKHM2	9606.ENSP00000364956	0.016
C16orf71	9606.ENSP00000299320	0.016
BANK1	9606.ENSP00000320509	0.016
RHOBTB3	9606.ENSP00000369318	0.016
TMEM179B	9606.ENSP00000333697	0.016
SUPT7L	9606.ENSP00000336750	0.016
UBL4B	9606.ENSP00000334044	0.016
UBR2	9606.ENSP00000361990	0.016
CEL	9606.ENSP00000501111	0.016
CLN6	9606.ENSP00000249806	0.016
LRRC45	9606.ENSP00000306760	0.016
TMPRSS4	9606.ENSP00000416037	0.016
ZNF385A	9606.ENSP00000338927	0.016
WBP4	9606.ENSP00000368801	0.016
POLE	9606.ENSP00000322570	0.016
PKHD1L1	9606.ENSP00000367655	0.016
ALKBH3	9606.ENSP00000302232	0.016
SEC14L1	9606.ENSP00000376268	0.016
GALNT5	9606.ENSP00000259056	0.016
C11orf1	9606.ENSP00000260276	0.016
PKNOX1	9606.ENSP00000291547	0.016
FZD1	9606.ENSP00000287934	0.016
ZNF282	9606.ENSP00000477841	0.016
CUL7	9606.ENSP00000438788	0.016
ANKRD65	9606.ENSP00000445688	0.016
TTC7A	9606.ENSP00000378320	0.016
ATF7	9606.ENSP00000399465	0.016
EFCAB5	9606.ENSP00000378312	0.016
CYP3A5	9606.ENSP00000222982	0.016
FBN2	9606.ENSP00000424571	0.016
PRDM10	9606.ENSP00000351686	0.016
OLR1	9606.ENSP00000309124	0.016
TNFRSF10B	9606.ENSP00000276431	0.016
FCHO1	9606.ENSP00000473001	0.016
FOXP1-2	9606.ENSP00000497585	0.016
ARL5A	9606.ENSP00000295087	0.016
SUZ12	9606.ENSP00000316578	0.016
TFF3	9606.ENSP00000430690	0.016
MUC5AC	9606.ENSP00000485659	0.016
ZNF560	9606.ENSP00000301480	0.016
CIDEB	9606.ENSP00000337731	0.016
PNPLA4	9606.ENSP00000370430	0.016
TNFAIP2	9606.ENSP00000452634	0.016
ITGA10	9606.ENSP00000358310	0.016
CCDC140	9606.ENSP00000295226	0.016
DMRTA1	9606.ENSP00000319651	0.015
BTBD2	9606.ENSP00000255608	0.015
PLA2G4A	9606.ENSP00000356436	0.015
RASSF8	9606.ENSP00000384491	0.015
RFX2	9606.ENSP00000306335	0.015
TOR4A	9606.ENSP00000350102	0.015
FBXW5	9606.ENSP00000313034	0.015
MST1R	9606.ENSP00000296474	0.015
DOP1B	9606.ENSP00000382104	0.015
PCDHGB2	9606.ENSP00000429018	0.015
SGPP1	9606.ENSP00000247225	0.015
F10	9606.ENSP00000364709	0.015
COL7A1	9606.ENSP00000332371	0.015
PRPF18	9606.ENSP00000367835	0.015
FAM241A	9606.ENSP00000310182	0.015
ZFP36L1	9606.ENSP00000337386	0.015
SH3RF3	9606.ENSP00000309186	0.015
TMEM151A	9606.ENSP00000326244	0.015
MKRN3	9606.ENSP00000313881	0.015
P3H3	9606.ENSP00000478600	0.015
WAS	9606.ENSP00000365891	0.015
FSIP2	9606.ENSP00000401306	0.015
SCYL3	9606.ENSP00000356746	0.015
LIPC	9606.ENSP00000299022	0.015
PAFAH2	9606.ENSP00000363400	0.015
ELFN1	9606.ENSP00000456548	0.015
TRH	9606.ENSP00000303452	0.015
MYLK3	9606.ENSP00000378288	0.015
ZNF618	9606.ENSP00000363241	0.015
P2RX4	9606.ENSP00000353032	0.015
SETD5	9606.ENSP00000385852	0.015
MKNK1	9606.ENSP00000498083	0.015
SNIP1	9606.ENSP00000296215	0.015
SOX30	9606.ENSP00000265007	0.015
LIPT2	9606.ENSP00000309463	0.015
CTNNAL1	9606.ENSP00000320434	0.015
SH3D19	9606.ENSP00000302913	0.015
MFHAS1	9606.ENSP00000276282	0.015
SNX21	9606.ENSP00000418593	0.015
CELA2A	9606.ENSP00000352639	0.015
NHLRC3	9606.ENSP00000368920	0.015
NBL1	9606.ENSP00000289749	0.015
MYF6	9606.ENSP00000228641	0.015
AATF	9606.ENSP00000477848	0.015
DCBLD2	9606.ENSP00000321573	0.015
FBXL8	9606.ENSP00000258200	0.015
HAUS3	9606.ENSP00000243706	0.015
MST1	9606.ENSP00000414287	0.015
FAM189A2	9606.ENSP00000304435	0.015
HPGDS	9606.ENSP00000295256	0.015
CHD6	9606.ENSP00000362330	0.015
ZNF804B	9606.ENSP00000329638	0.015
MUC1	9606.ENSP00000484824	0.015
NTAN1	9606.ENSP00000287706	0.015
C17orf80	9606.ENSP00000351937	0.015
MTMR4	9606.ENSP00000325285	0.015
TACSTD2	9606.ENSP00000360269	0.015
SVBP	9606.ENSP00000361599	0.015
GPN3	9606.ENSP00000442770	0.015
PIP5KL1	9606.ENSP00000373399	0.015
PAPOLB	9606.ENSP00000384700	0.015
ZFP3	9606.ENSP00000320347	0.015
CCDC61	9606.ENSP00000471454	0.015
PCDH15	9606.ENSP00000363068	0.015
LENG8	9606.ENSP00000318374	0.015
REPIN1	9606.ENSP00000417291	0.015
ZNF778	9606.ENSP00000405289	0.015
TMC6	9606.ENSP00000465261	0.015
HOXA11	9606.ENSP00000006015	0.015
UBXN2A	9606.ENSP00000312107	0.015
SPRYD3	9606.ENSP00000301463	0.015
RBBP6	9606.ENSP00000317872	0.015
INTS10	9606.ENSP00000381064	0.015
FCGR2A	9606.ENSP00000271450	0.015
PRR5-ARHGAP8	9606.ENSP00000354732	0.015
NWD2	9606.ENSP00000309501	0.015
PRKX	9606.ENSP00000262848	0.015
FABP2	9606.ENSP00000274024	0.015
CACUL1	9606.ENSP00000358147	0.015
DEFA4	9606.ENSP00000297435	0.015
USP19	9606.ENSP00000401197	0.015
MAU2	9606.ENSP00000262815	0.015
PARM1	9606.ENSP00000370224	0.015
NOC4L	9606.ENSP00000328854	0.014
POMGNT1	9606.ENSP00000361060	0.014
CEBPZOS	9606.ENSP00000384331	0.014
REG1A	9606.ENSP00000233735	0.014
CYB5R4	9606.ENSP00000358695	0.014
FAM193A	9606.ENSP00000324587	0.014
HCRT	9606.ENSP00000293330	0.014
PRKY	9606.ENSP00000498737	0.014
PPP1R3E	9606.ENSP00000408288	0.014
POLR3E	9606.ENSP00000299853	0.014
BCAR3	9606.ENSP00000260502	0.014
SLCO3A1	9606.ENSP00000320634	0.014
CINP	9606.ENSP00000216756	0.014
CA13	9606.ENSP00000318912	0.014
MAN2B2	9606.ENSP00000285599	0.014
CEP63	9606.ENSP00000336524	0.014
HAO1	9606.ENSP00000368066	0.014
USF1	9606.ENSP00000357000	0.014
ZNF397	9606.ENSP00000331577	0.014
DEPP1	9606.ENSP00000298295	0.014
AKAP6	9606.ENSP00000280979	0.014
ENSP00000493607	9606.ENSP00000493607	0.014
PCDHGB3	9606.ENSP00000461862	0.014
ZNF451	9606.ENSP00000359740	0.014
EVI5	9606.ENSP00000440826	0.014
ERI1	9606.ENSP00000250263	0.014
EIF2AK1	9606.ENSP00000199389	0.014
TSPAN11	9606.ENSP00000261177	0.014
MREG	9606.ENSP00000263268	0.014
CEMIP2	9606.ENSP00000366243	0.014
SLC25A48	9606.ENSP00000493514	0.014
LTBP3	9606.ENSP00000301873	0.014
RPUSD4	9606.ENSP00000298317	0.014
PCDHGA5	9606.ENSP00000429834	0.014
ZNF608	9606.ENSP00000307746	0.014
ATG4A	9606.ENSP00000361306	0.014
SHQ1	9606.ENSP00000315182	0.014
IMMP2L	9606.ENSP00000384966	0.014
CCNH	9606.ENSP00000498750	0.014
ERCC5	9606.ENSP00000498881	0.014
SIK2	9606.ENSP00000305976	0.014
OTC	9606.ENSP00000039007	0.014
ITFG2	9606.ENSP00000228799	0.014
FRMPD3	9606.ENSP00000276185	0.014
SLC16A3	9606.ENSP00000463978	0.014
FCRL3	9606.ENSP00000357169	0.014
RECQL5	9606.ENSP00000317636	0.014
VIL1	9606.ENSP00000248444	0.014
FCRLB	9606.ENSP00000356925	0.014
SLC12A1	9606.ENSP00000495332	0.014
PCMTD1	9606.ENSP00000353739	0.014
FLACC1	9606.ENSP00000385098	0.014
DONSON	9606.ENSP00000307143	0.014
ZNF181	9606.ENSP00000420727	0.014
GTF2E1	9606.ENSP00000283875	0.014
IRS4	9606.ENSP00000361202	0.014
TGFB1	9606.ENSP00000221930	0.014
C4orf54	9606.ENSP00000427555	0.014
GPR52	9606.ENSP00000356658	0.014
C20orf194	9606.ENSP00000252032	0.014
STEAP4	9606.ENSP00000369419	0.014
SESN3	9606.ENSP00000441927	0.014
ASB16	9606.ENSP00000293414	0.014
RNF5	9606.ENSP00000364235	0.014
RETN	9606.ENSP00000221515	0.014
TNFAIP1	9606.ENSP00000226225	0.014
USP20	9606.ENSP00000313811	0.014
INPP5E	9606.ENSP00000360777	0.014
TANGO6	9606.ENSP00000261778	0.014
NHSL2	9606.ENSP00000488668	0.014
ABCD1	9606.ENSP00000218104	0.014
SEMA6D	9606.ENSP00000324857	0.014
