#id: 3536693818
#name: H.sapiens - Brain (Integrated)
#score: 32.4
#coverage: 69
#description: integrated dataset: weighted average of all H.sapiens BRAIN: 32.4; Coverage: 69
#organ: BRAIN
#integrated: true
#weights: human_brain_Martens_2006_proteomics:0.251;PXD012101_Betz:0.251;PXD037133_brain_control:0.151;PXD012101_Purkinje:0.12;9606-PA_brain_201308:0.083;human_brain_atlas_201106:0.083;PXD020192_brain:0.031;PXD010154_Wang_Mol_Syst_Bio_2019_human_deep_proteome_Brain:0.016;human_brain_PA_2015-1:0.007;Fetal_Brain_Kim_2014_SEQUEST:0.007;
#publication_year: 2026
#filename: 9606-BRAIN-integrated.txt
#
#gene_name	string_external_id	abundance
SLC32A1	9606.ENSP00000217420	28.1
BSN	9606.ENSP00000296452	28.1
CHORDC1	9606.ENSP00000319255	28.1
UBE2O	9606.ENSP00000323687	28.1
NCKAP5L	9606.ENSP00000337998	28.1
ABRACL	9606.ENSP00000356632	28.0
GGCT	9606.ENSP00000275428	27.9
SERBP1	9606.ENSP00000360034	27.9
CHST2	9606.ENSP00000307911	27.9
NPC2	9606.ENSP00000451206	27.9
DEFA3	9606.ENSP00000328359	27.9
DEFA1	9606.ENSP00000372139	27.9
ADAR	9606.ENSP00000357459	27.9
PACSIN2	9606.ENSP00000263246	27.9
HIGD1A	9606.ENSP00000398064	27.8
PMVK	9606.ENSP00000357452	27.7
VPS51	9606.ENSP00000279281	27.7
SRSF5	9606.ENSP00000452123	27.7
TTC1	9606.ENSP00000231238	27.7
PLCXD3	9606.ENSP00000367032	27.6
ATXN10	9606.ENSP00000252934	27.6
FGF1	9606.ENSP00000480791	27.6
CPT1A	9606.ENSP00000265641	27.5
MRPL12	9606.ENSP00000333837	27.5
IPO7	9606.ENSP00000369042	27.4
JAM3	9606.ENSP00000299106	27.4
LDHAL6B	9606.ENSP00000302393	27.4
SHANK3	9606.ENSP00000489407	27.3
UGGT1	9606.ENSP00000259253	27.2
DPP10	9606.ENSP00000376855	27.2
ACYP1	9606.ENSP00000450873	27.1
GLRX3	9606.ENSP00000357633	27.1
PIP5K1C	9606.ENSP00000466363	27.1
NECAB2	9606.ENSP00000307449	27.1
PRSS2	9606.ENSP00000488437	27.0
DCUN1D5	9606.ENSP00000260247	27.0
SPTB	9606.ENSP00000495909	26.9
H0YIN7_HUMAN	9606.ENSP00000449770	26.9
ATP6AP2	9606.ENSP00000490083	26.9
HNRNPCL3	9606.ENSP00000478017	26.9
HNRNPCL4	9606.ENSP00000485450	26.9
FXR2	9606.ENSP00000250113	26.9
ENSP00000490163	9606.ENSP00000490163	26.8
ARPC4-TTLL3	9606.ENSP00000380427	26.8
TMEM14C	9606.ENSP00000444561	26.8
MPDU1	9606.ENSP00000250124	26.8
HK3	9606.ENSP00000292432	26.8
NUMBL	9606.ENSP00000252891	26.7
RUVBL1	9606.ENSP00000318297	26.7
TTC7B	9606.ENSP00000336127	26.7
FARP1	9606.ENSP00000486285	26.7
AK2	9606.ENSP00000499935	26.6
KHDRBS3	9606.ENSP00000348108	26.6
ROCK2	9606.ENSP00000317985	26.6
SUMO3	9606.ENSP00000409666	26.5
SRPK2	9606.ENSP00000377262	26.5
LZTFL1	9606.ENSP00000296135	26.4
NIF3L1	9606.ENSP00000498853	26.4
MMUT	9606.ENSP00000274813	26.3
ZBTB21	9606.ENSP00000308759	26.3
MCTS1	9606.ENSP00000360365	26.3
FUNDC1	9606.ENSP00000367284	26.2
LRPAP1	9606.ENSP00000497444	26.2
STAU2	9606.ENSP00000428756	26.2
HNRNPCL2	9606.ENSP00000479203	26.2
GCLC	9606.ENSP00000497574	26.1
PITRM1	9606.ENSP00000370377	26.1
CMBL	9606.ENSP00000296658	26.1
MYO18A	9606.ENSP00000437073	26.1
COL6A1	9606.ENSP00000355180	26.0
WDR61	9606.ENSP00000453801	26.0
STAM	9606.ENSP00000366746	25.9
TM9SF3	9606.ENSP00000360184	25.9
WDR7	9606.ENSP00000254442	25.9
NOVA1	9606.ENSP00000438875	25.9
AIP	9606.ENSP00000279146	25.9
PTP4A1	9606.ENSP00000497588	25.9
PRPSAP2	9606.ENSP00000268835	25.9
ADGRL1	9606.ENSP00000340688	25.8
STIM1	9606.ENSP00000478059	25.8
CASKIN1	9606.ENSP00000345436	25.8
IAH1	9606.ENSP00000417580	25.7
MTMR10	9606.ENSP00000402537	25.7
ACSL3	9606.ENSP00000350012	25.7
GPRIN1	9606.ENSP00000305839	25.7
LSM12	9606.ENSP00000466718	25.5
BAG6	9606.ENSP00000365131	25.5
COPE	9606.ENSP00000469035	25.4
EIF4G1	9606.ENSP00000416255	25.4
ARHGEF33	9606.ENSP00000387020	25.4
REEP2	9606.ENSP00000367590	25.4
SLC25A46	9606.ENSP00000348211	25.3
STX8	9606.ENSP00000305255	25.3
PTGR2	9606.ENSP00000452280	25.2
OPTN	9606.ENSP00000368022	25.2
PITPNB	9606.ENSP00000487693	25.2
NOP58	9606.ENSP00000264279	25.1
PREPL	9606.ENSP00000386543	25.1
SPCS3	9606.ENSP00000427463	25.1
KRT37	9606.ENSP00000225550	25.0
LGALS3BP	9606.ENSP00000262776	25.0
IVD	9606.ENSP00000499074	25.0
CYB5A	9606.ENSP00000341625	24.9
FAM120A	9606.ENSP00000277165	24.9
SLC30A3	9606.ENSP00000233535	24.9
ENSP00000470615	9606.ENSP00000470615	24.9
SMAP2	9606.ENSP00000361803	24.8
TMEM30A	9606.ENSP00000230461	24.8
PAK2	9606.ENSP00000314067	24.8
CLPB	9606.ENSP00000294053	24.7
EIF1AY	9606.ENSP00000354722	24.7
EIPR1	9606.ENSP00000381652	24.7
DMXL2	9606.ENSP00000441858	24.7
CNPY2	9606.ENSP00000273308	24.7
MLX	9606.ENSP00000246912	24.7
TSPAN7	9606.ENSP00000367743	24.7
SCAMP4	9606.ENSP00000316007	24.6
U2AF2	9606.ENSP00000307863	24.6
GCA	9606.ENSP00000394842	24.6
HDGF	9606.ENSP00000357189	24.6
ANK3	9606.ENSP00000280772	24.5
LSM3	9606.ENSP00000302160	24.5
ARHGEF7	9606.ENSP00000495631	24.5
STRN	9606.ENSP00000263918	24.5
SNRPA	9606.ENSP00000243563	24.5
LSM2	9606.ENSP00000364813	24.5
KIF5A	9606.ENSP00000408979	24.4
GNA14	9606.ENSP00000365807	24.4
YIPF5	9606.ENSP00000274496	24.4
NDRG3	9606.ENSP00000345292	24.4
MAPK1IP1L	9606.ENSP00000378851	24.4
DSP	9606.ENSP00000369129	24.3
SNRPF	9606.ENSP00000266735	24.3
FBL	9606.ENSP00000221801	24.3
ACSS1	9606.ENSP00000316924	24.3
PUF60	9606.ENSP00000434359	24.3
KRT18	9606.ENSP00000373489	24.2
SCFD1	9606.ENSP00000390783	24.2
TXNDC5	9606.ENSP00000369081	24.2
AP3B1	9606.ENSP00000255194	24.2
RBM14	9606.ENSP00000311747	24.2
GAD2	9606.ENSP00000365437	24.2
ACBD3	9606.ENSP00000355777	24.1
KRT38	9606.ENSP00000246646	24.1
TMX3	9606.ENSP00000299608	24.1
TIMM44	9606.ENSP00000270538	24.1
INPP4A	9606.ENSP00000074304	24.1
ISCU	9606.ENSP00000310623	24.1
COPG1	9606.ENSP00000325002	24.0
EXTL2	9606.ENSP00000359131	24.0
SLMAP	9606.ENSP00000499241	24.0
SNTB1	9606.ENSP00000378965	24.0
SLC2A14	9606.ENSP00000445929	24.0
PRSS1	9606.ENSP00000308720	23.9
PCYT2	9606.ENSP00000442050	23.9
REEP1	9606.ENSP00000392197	23.9
TMPO	9606.ENSP00000266732	23.9
SNX27	9606.ENSP00000400333	23.8
SLC2A1	9606.ENSP00000416293	23.8
MECR	9606.ENSP00000263702	23.8
S100A7	9606.ENSP00000357711	23.7
KYAT3	9606.ENSP00000260508	23.7
DDX6	9606.ENSP00000478754	23.7
MICOS10	9606.ENSP00000325562	23.6
EIF3E	9606.ENSP00000220849	23.6
ASPA	9606.ENSP00000263080	23.5
AGAP3	9606.ENSP00000380413	23.5
SHANK2	9606.ENSP00000345193	23.4
OXCT2	9606.ENSP00000361914	23.3
PPM1H	9606.ENSP00000228705	23.3
ICMT	9606.ENSP00000343552	23.3
AGFG1	9606.ENSP00000387282	23.3
RAB27A	9606.ENSP00000379601	23.3
NEDD8-MDP1	9606.ENSP00000431482	23.3
TARS1	9606.ENSP00000387710	23.3
FAM177A1	9606.ENSP00000280987	23.2
RBM8A	9606.ENSP00000463058	23.2
TXN2	9606.ENSP00000216185	23.2
PANK4	9606.ENSP00000498888	23.2
PMPCB	9606.ENSP00000249269	23.1
EXOC7	9606.ENSP00000334100	23.1
EIF3J	9606.ENSP00000261868	23.0
COA8-2	9606.ENSP00000439065	23.0
PPM1B	9606.ENSP00000282412	23.0
KIF1A	9606.ENSP00000438388	23.0
SLC4A10	9606.ENSP00000393066	23.0
LARP1	9606.ENSP00000336721	22.9
GALK1	9606.ENSP00000225614	22.8
MCCC1	9606.ENSP00000265594	22.8
NOP16	9606.ENSP00000483001	22.7
STUB1	9606.ENSP00000219548	22.7
PTRHD1	9606.ENSP00000330389	22.7
AP3S1	9606.ENSP00000325369	22.6
USP7	9606.ENSP00000343535	22.6
NIPSNAP3B	9606.ENSP00000363894	22.6
APPL1	9606.ENSP00000288266	22.5
HSPA12B	9606.ENSP00000254963	22.5
RBBP4	9606.ENSP00000362592	22.5
LRG1	9606.ENSP00000302621	22.5
COL6A2	9606.ENSP00000300527	22.5
PPA2	9606.ENSP00000343885	22.5
AKR1C1	9606.ENSP00000370254	22.4
DCAKD	9606.ENSP00000498268	22.4
RPA3	9606.ENSP00000223129	22.4
GBE1	9606.ENSP00000410833	22.4
GSK3B	9606.ENSP00000324806	22.4
CDIP1	9606.ENSP00000382508	22.4
ARL1	9606.ENSP00000261636	22.4
CDC42SE2	9606.ENSP00000427421	22.4
NECAB1	9606.ENSP00000387380	22.3
AMPD2	9606.ENSP00000499465	22.3
OSTF1	9606.ENSP00000340836	22.3
KCTD16	9606.ENSP00000426548	22.3
EIF1B	9606.ENSP00000232905	22.3
CD82	9606.ENSP00000227155	22.3
S100A11	9606.ENSP00000271638	22.3
CLASP2	9606.ENSP00000327760	22.3
PPM1A	9606.ENSP00000327255	22.3
DENR	9606.ENSP00000280557	22.2
SNRPE	9606.ENSP00000400591	22.2
DNAJC3	9606.ENSP00000473631	22.2
PRKDC	9606.ENSP00000313420	22.2
DNAJC7	9606.ENSP00000406463	22.1
RASAL1	9606.ENSP00000450244	22.1
SEC61A1	9606.ENSP00000243253	22.1
S100A16	9606.ENSP00000357695	22.1
COPS7B	9606.ENSP00000386880	22.0
STXBP6	9606.ENSP00000324302	22.0
THEM6	9606.ENSP00000338607	22.0
TMED8	9606.ENSP00000216468	22.0
DDX39A	9606.ENSP00000242776	22.0
KIF3B	9606.ENSP00000364864	22.0
SEL1L	9606.ENSP00000337053	22.0
SNX1	9606.ENSP00000261889	22.0
WIPI2	9606.ENSP00000288828	21.9
APCS	9606.ENSP00000255040	21.9
LSM6	9606.ENSP00000296581	21.9
UCHL3	9606.ENSP00000366819	21.9
LGI3	9606.ENSP00000302297	21.8
SDHC	9606.ENSP00000356953	21.8
NOP56	9606.ENSP00000370589	21.8
MCRIP1	9606.ENSP00000461433	21.8
CCK	9606.ENSP00000379472	21.8
TMEM230	9606.ENSP00000341364	21.8
G6PD	9606.ENSP00000377192	21.6
STX2	9606.ENSP00000376178	21.6
FSD1L	9606.ENSP00000417492	21.6
PRKACG	9606.ENSP00000366488	21.6
KIF3A	9606.ENSP00000385808	21.6
TLN1	9606.ENSP00000316029	21.5
MYDGF	9606.ENSP00000262947	21.5
TRAPPC13	9606.ENSP00000409231	21.5
SLC41A3	9606.ENSP00000326070	21.4
RPL36A	9606.ENSP00000404375	21.4
EFTUD2	9606.ENSP00000392094	21.4
PDE6D	9606.ENSP00000287600	21.4
CHGB	9606.ENSP00000368244	21.4
COA7	9606.ENSP00000360593	21.4
EPB41	9606.ENSP00000345259	21.4
CSNK2B-2	9606.ENSP00000483989	21.3
ADSS2	9606.ENSP00000355493	21.3
CLASP1	9606.ENSP00000263710	21.3
ARHGDIB	9606.ENSP00000228945	21.3
ERC1	9606.ENSP00000354158	21.3
LNPK	9606.ENSP00000440905	21.2
SLC44A2	9606.ENSP00000466664	21.2
S100A4	9606.ENSP00000357704	21.2
EIF3C	9606.ENSP00000332604	21.1
FAIM2	9606.ENSP00000321951	21.1
ISOC1	9606.ENSP00000173527	21.1
SRGAP3	9606.ENSP00000373347	21.1
HTRA2	9606.ENSP00000258080	21.1
NQO2	9606.ENSP00000369822	21.0
TMA7	9606.ENSP00000397843	21.0
KRT35	9606.ENSP00000377558	21.0
BAG3	9606.ENSP00000358081	20.9
ANK1	9606.ENSP00000265709	20.9
ATPAF1	9606.ENSP00000460964	20.9
FAM160A2	9606.ENSP00000265978	20.8
AFM	9606.ENSP00000226355	20.8
SMIM20	9606.ENSP00000427407	20.7
FAHD2B	9606.ENSP00000410470	20.6
LYPLAL1	9606.ENSP00000355895	20.6
PSMF1	9606.ENSP00000338039	20.6
LPCAT4	9606.ENSP00000317300	20.6
PYGL	9606.ENSP00000216392	20.6
MAPK9	9606.ENSP00000394560	20.5
STAU1	9606.ENSP00000360922	20.5
UBA2	9606.ENSP00000246548	20.5
EIF3H	9606.ENSP00000429931	20.5
SBF1	9606.ENSP00000370196	20.5
DDX46	9606.ENSP00000416534	20.5
PLEKHO2	9606.ENSP00000326706	20.5
PPP2R5E	9606.ENSP00000337641	20.5
CDR2L	9606.ENSP00000336587	20.5
STAT1	9606.ENSP00000354394	20.4
LRRC40	9606.ENSP00000359990	20.4
UBXN1	9606.ENSP00000294119	20.3
ASNS	9606.ENSP00000377845	20.3
RFC4	9606.ENSP00000376272	20.3
RAB23	9606.ENSP00000417610	20.2
SEC61A2	9606.ENSP00000298428	20.2
WDR47	9606.ENSP00000383599	20.2
IRS1	9606.ENSP00000304895	20.2
UFD1	9606.ENSP00000263202	20.2
KRT33B	9606.ENSP00000251646	20.2
SAFB	9606.ENSP00000467423	20.2
ARMC1	9606.ENSP00000276569	20.1
ECI1	9606.ENSP00000301729	20.1
SRP72	9606.ENSP00000495128	20.0
MGST2	9606.ENSP00000482639	20.0
ATL2	9606.ENSP00000368237	20.0
PTK2B	9606.ENSP00000380638	20.0
ITSN1	9606.ENSP00000370719	20.0
RHOT1	9606.ENSP00000351132	20.0
EIF4G2	9606.ENSP00000433664	20.0
CP	9606.ENSP00000264613	20.0
RTCA	9606.ENSP00000260563	19.9
FMNL2	9606.ENSP00000288670	19.9
ITPR3	9606.ENSP00000363435	19.9
SPR	9606.ENSP00000234454	19.9
PEPD	9606.ENSP00000244137	19.9
HNRNPUL1	9606.ENSP00000375863	19.9
CNN3	9606.ENSP00000359225	19.8
SIRPB1	9606.ENSP00000371018	19.8
CUL5	9606.ENSP00000376808	19.8
DHX15	9606.ENSP00000336741	19.8
FERMT2	9606.ENSP00000342858	19.8
RO60	9606.ENSP00000356416	19.8
KNG1	9606.ENSP00000493985	19.7
TP53I11	9606.ENSP00000436152	19.7
SLC6A9	9606.ENSP00000353791	19.7
ACADS	9606.ENSP00000242592	19.6
AHNAK	9606.ENSP00000367263	19.6
QKI	9606.ENSP00000355094	19.6
KRT32	9606.ENSP00000225899	19.6
MFF	9606.ENSP00000302037	19.6
GM2A	9606.ENSP00000349687	19.6
SRSF4	9606.ENSP00000362900	19.6
ADRM1	9606.ENSP00000478877	19.6
ACOT2	9606.ENSP00000238651	19.5
CLVS2	9606.ENSP00000275162	19.5
NACAD	9606.ENSP00000420477	19.5
DDX3Y	9606.ENSP00000353284	19.4
KRT36	9606.ENSP00000329165	19.4
ACOT1	9606.ENSP00000311224	19.4
ASS1	9606.ENSP00000361471	19.4
WFS1	9606.ENSP00000226760	19.3
NQO1	9606.ENSP00000319788	19.3
NMT1	9606.ENSP00000468424	19.3
SEC14L2	9606.ENSP00000478755	19.3
MAPK8IP3	9606.ENSP00000481780	19.3
APLP1	9606.ENSP00000221891	19.2
SPCS2	9606.ENSP00000263672	19.2
NCOA5	9606.ENSP00000290231	19.2
EIF3CL	9606.ENSP00000370258	19.2
GSTZ1	9606.ENSP00000451976	19.1
MTX1	9606.ENSP00000357360	19.1
NUDCD2	9606.ENSP00000304854	19.1
ALDH1B1	9606.ENSP00000366927	19.0
FUNDC2	9606.ENSP00000358510	19.0
SRSF10	9606.ENSP00000420195	19.0
ESYT2	9606.ENSP00000499020	19.0
AGPAT3	9606.ENSP00000291572	18.9
ADAM22	9606.ENSP00000265727	18.9
CCDC124	9606.ENSP00000471455	18.9
CDV3	9606.ENSP00000264993	18.9
TXNRD1	9606.ENSP00000434516	18.8
BZW1	9606.ENSP00000394316	18.7
PDE8A	9606.ENSP00000378056	18.7
ACTR3C	9606.ENSP00000252071	18.7
ERMP1	9606.ENSP00000340427	18.7
CNTFR	9606.ENSP00000368265	18.7
CARHSP1	9606.ENSP00000379838	18.7
AMBP	9606.ENSP00000265132	18.6
EHD4	9606.ENSP00000220325	18.6
ABHD14B	9606.ENSP00000420065	18.6
LYPLA1	9606.ENSP00000320043	18.6
ERO1A	9606.ENSP00000379042	18.6
EXOC4	9606.ENSP00000253861	18.6
MTSS1	9606.ENSP00000322804	18.6
AKR1C3	9606.ENSP00000369927	18.5
CAVIN1	9606.ENSP00000349541	18.5
EIF4B	9606.ENSP00000388806	18.5
NOM1	9606.ENSP00000275820	18.5
BPHL	9606.ENSP00000369739	18.4
CLEC3B	9606.ENSP00000296130	18.4
CBX1	9606.ENSP00000377060	18.4
CAMK4	9606.ENSP00000282356	18.4
MESD	9606.ENSP00000261758	18.4
CD99L2	9606.ENSP00000480322	18.3
SDF2	9606.ENSP00000247020	18.3
SERPINC1	9606.ENSP00000356671	18.3
EIF3M	9606.ENSP00000436049	18.3
CHMP1B	9606.ENSP00000432279	18.3
OLFM1	9606.ENSP00000360858	18.2
GPRC5B	9606.ENSP00000300571	18.2
FSD1	9606.ENSP00000221856	18.2
CAPNS2	9606.ENSP00000400882	18.2
SF3B3	9606.ENSP00000305790	18.2
NECTIN1	9606.ENSP00000264025	18.2
DKK3	9606.ENSP00000433112	18.2
GABARAPL1	9606.ENSP00000411256	18.1
MBOAT7	9606.ENSP00000245615	18.1
LNPEP	9606.ENSP00000231368	18.1
GAD1	9606.ENSP00000350928	18.1
TUSC3	9606.ENSP00000424544	18.0
CDSN	9606.ENSP00000365465	18.0
GABRB2	9606.ENSP00000274547	17.9
CTPS1	9606.ENSP00000497744	17.9
CACNB3	9606.ENSP00000301050	17.9
GATM	9606.ENSP00000379895	17.9
KRT20	9606.ENSP00000167588	17.8
FUBP1	9606.ENSP00000359804	17.8
SELENOT	9606.ENSP00000418910	17.8
CPNE3	9606.ENSP00000477590	17.8
RHBDD2	9606.ENSP00000006777	17.8
K7N7A8_HUMAN	9606.ENSP00000421315	17.8
CCAR2	9606.ENSP00000310670	17.8
PTP4A2	9606.ENSP00000493688	17.7
RDH13	9606.ENSP00000391121	17.7
SLC12A2	9606.ENSP00000262461	17.7
SCP2	9606.ENSP00000360569	17.7
EIF2A	9606.ENSP00000417229	17.7
CTNND1	9606.ENSP00000382004	17.7
TINAGL1	9606.ENSP00000271064	17.6
CCDC47	9606.ENSP00000225726	17.6
SCN2B	9606.ENSP00000278947	17.6
GABRA1	9606.ENSP00000393097	17.6
U3KQK5_HUMAN	9606.ENSP00000475957	17.6
LAMTOR3	9606.ENSP00000424183	17.5
MACROD1	9606.ENSP00000255681	17.5
RANGAP1	9606.ENSP00000401470	17.5
PRKG1	9606.ENSP00000363092	17.5
RPL37	9606.ENSP00000274242	17.5
DNAJB8	9606.ENSP00000417418	17.5
ETF1	9606.ENSP00000353741	17.5
ANP32B	9606.ENSP00000345848	17.5
UBE2I	9606.ENSP00000348056	17.4
RAB15	9606.ENSP00000434103	17.4
LOR	9606.ENSP00000357731	17.4
MPST	9606.ENSP00000411719	17.4
SEC24C	9606.ENSP00000343405	17.4
LAMC1	9606.ENSP00000258341	17.4
MARC2	9606.ENSP00000355880	17.3
PRKAG2	9606.ENSP00000287878	17.3
LAMB2	9606.ENSP00000307156	17.3
DAAM1	9606.ENSP00000378557	17.3
PGP	9606.ENSP00000330918	17.3
EMC6	9606.ENSP00000380322	17.2
CARNS1	9606.ENSP00000389009	17.2
VPS16	9606.ENSP00000369810	17.2
CDC42BPB	9606.ENSP00000355237	17.2
CAB39L	9606.ENSP00000479669	17.2
SOD3	9606.ENSP00000371554	17.2
AGL	9606.ENSP00000294724	17.2
SRC	9606.ENSP00000362680	17.2
ATAD3C	9606.ENSP00000368062	17.2
PCSK2	9606.ENSP00000262545	17.2
ANKMY2	9606.ENSP00000303570	17.2
RIMBP2	9606.ENSP00000261655	17.2
DCUN1D1	9606.ENSP00000292782	17.1
MCU	9606.ENSP00000362144	17.1
FAM234B	9606.ENSP00000197268	17.1
ARFGAP2	9606.ENSP00000434442	17.1
VPS53	9606.ENSP00000401435	17.1
GCLM	9606.ENSP00000359258	17.0
XPO7	9606.ENSP00000252512	17.0
PSME3	9606.ENSP00000293362	17.0
SEZ6L2	9606.ENSP00000481917	17.0
DPYS	9606.ENSP00000276651	16.9
SPARC	9606.ENSP00000231061	16.9
SNX6	9606.ENSP00000498872	16.9
WDR44	9606.ENSP00000254029	16.9
NCKIPSD	9606.ENSP00000294129	16.9
RABGGTA	9606.ENSP00000382341	16.9
IGKV2D-28	9606.ENSP00000452662	16.9
ABCF3	9606.ENSP00000411471	16.9
ASAP1	9606.ENSP00000429900	16.8
TMED7-TICAM2	9606.ENSP00000282382	16.8
ARHGAP44	9606.ENSP00000368994	16.8
GDPD1	9606.ENSP00000284116	16.8
STMN3	9606.ENSP00000359070	16.8
MBNL1	9606.ENSP00000282486	16.8
CBX3	9606.ENSP00000336687	16.8
GPR37L1	9606.ENSP00000356251	16.8
TARS3	9606.ENSP00000338093	16.7
CEP290	9606.ENSP00000448012	16.7
ITFG1	9606.ENSP00000319918	16.7
SYT12	9606.ENSP00000377520	16.6
PDE1A	9606.ENSP00000410309	16.6
MYH14	9606.ENSP00000493594	16.6
PPP2R5C	9606.ENSP00000412324	16.6
CORO7	9606.ENSP00000251166	16.6
DNAJA3	9606.ENSP00000262375	16.6
MYO1D	9606.ENSP00000324527	16.6
CCDC92	9606.ENSP00000238156	16.5
CPNE1	9606.ENSP00000317257	16.5
MPV17	9606.ENSP00000369383	16.5
ATAD3B	9606.ENSP00000500094	16.5
NT5C	9606.ENSP00000245552	16.5
CPSF6	9606.ENSP00000266679	16.4
MRPL11	9606.ENSP00000308897	16.4
CAMK1	9606.ENSP00000256460	16.4
SLC24A2	9606.ENSP00000344801	16.4
LAMP2	9606.ENSP00000408411	16.4
AP1S1	9606.ENSP00000336666	16.4
NOL3	9606.ENSP00000457243	16.3
TRAPPC5	9606.ENSP00000470262	16.3
MTX3	9606.ENSP00000424798	16.3
LMAN1	9606.ENSP00000251047	16.3
DIPK2A	9606.ENSP00000320081	16.3
CADPS2	9606.ENSP00000398481	16.2
PREB	9606.ENSP00000260643	16.2
SPARCL1	9606.ENSP00000414856	16.2
LAMTOR2	9606.ENSP00000357288	16.2
RCN1	9606.ENSP00000054950	16.2
STRBP	9606.ENSP00000321347	16.2
TK2	9606.ENSP00000299697	16.2
HIGD2A	9606.ENSP00000274787	16.2
RBM3	9606.ENSP00000365950	16.2
SARS2	9606.ENSP00000472847	16.1
ANLN	9606.ENSP00000265748	16.1
IQSEC2	9606.ENSP00000495726	16.1
SVOP	9606.ENSP00000479104	16.1
RPS6KA2	9606.ENSP00000422435	16.1
MMGT1	9606.ENSP00000306220	16.1
CBS	9606.ENSP00000381231	16.0
GMFG	9606.ENSP00000472249	16.0
BPNT1	9606.ENSP00000446828	16.0
MUCL1	9606.ENSP00000311364	15.9
CAMKK1	9606.ENSP00000371188	15.9
CRIP1	9606.ENSP00000332449	15.9
FAM168A	9606.ENSP00000064778	15.8
YBX1	9606.ENSP00000361626	15.8
TMOD1	9606.ENSP00000259365	15.8
TMEM70	9606.ENSP00000312599	15.8
MADD	9606.ENSP00000310933	15.8
WDR13	9606.ENSP00000365919	15.8
MCAM	9606.ENSP00000264036	15.7
TNC	9606.ENSP00000265131	15.7
TOMM6	9606.ENSP00000381859	15.7
BROX	9606.ENSP00000343742	15.7
NPLOC4	9606.ENSP00000331487	15.7
AASDHPPT	9606.ENSP00000278618	15.7
EIF2S3B	9606.ENSP00000323063	15.7
C1orf68	9606.ENSP00000357764	15.7
M0QX08_HUMAN	9606.ENSP00000468837	15.7
CASC4	9606.ENSP00000299957	15.6
COL6A3	9606.ENSP00000295550	15.6
CAMKK2	9606.ENSP00000312741	15.6
RPA2	9606.ENSP00000363017	15.6
YTHDF3	9606.ENSP00000478490	15.6
SRP19	9606.ENSP00000424870	15.6
DHX30	9606.ENSP00000405620	15.6
DCX	9606.ENSP00000490614	15.6
TRA2A	9606.ENSP00000297071	15.6
CPNE2	9606.ENSP00000290776	15.5
IGKV2D-29	9606.ENSP00000483567	15.5
CPNE8	9606.ENSP00000329748	15.5
GGT7	9606.ENSP00000338964	15.5
TSPAN3	9606.ENSP00000267970	15.5
CORO7-PAM16	9606.ENSP00000460885	15.5
ALYREF	9606.ENSP00000421592	15.5
NDUFC1	9606.ENSP00000441126	15.4
RAB3GAP2	9606.ENSP00000351832	15.3
SLC8A1	9606.ENSP00000384763	15.3
RRAS	9606.ENSP00000246792	15.3
PEX5L	9606.ENSP00000419975	15.3
EIF2S2	9606.ENSP00000364119	15.3
SEPTIN10	9606.ENSP00000349116	15.2
TPP2	9606.ENSP00000365220	15.2
STAT3	9606.ENSP00000264657	15.2
TBC1D17	9606.ENSP00000221543	15.2
NUDT2	9606.ENSP00000368452	15.2
LIN7B	9606.ENSP00000221459	15.2
MPP1	9606.ENSP00000358547	15.2
COL5A2	9606.ENSP00000364000	15.2
PCBD1	9606.ENSP00000299299	15.2
TNPO1	9606.ENSP00000336712	15.1
SYPL1	9606.ENSP00000011473	15.1
FBXL16	9606.ENSP00000380746	15.1
CUL1	9606.ENSP00000326804	15.1
FAM98A	9606.ENSP00000238823	15.0
EHD2	9606.ENSP00000263277	15.0
KDELR1	9606.ENSP00000329471	15.0
ECI2	9606.ENSP00000369461	15.0
MRTFB	9606.ENSP00000459626	15.0
MRPL49	9606.ENSP00000279242	15.0
EXOC2	9606.ENSP00000230449	14.9
CCS	9606.ENSP00000436318	14.9
LUM	9606.ENSP00000266718	14.9
EMC1	9606.ENSP00000420608	14.9
C4B	9606.ENSP00000415941	14.9
RPL3L	9606.ENSP00000268661	14.9
VPS50	9606.ENSP00000307666	14.8
G3BP1	9606.ENSP00000377681	14.8
FAF2	9606.ENSP00000261942	14.8
MT2A	9606.ENSP00000245185	14.8
ADAM23	9606.ENSP00000264377	14.8
COA6	9606.ENSP00000355574	14.8
PCOLCE	9606.ENSP00000223061	14.8
CSRP2	9606.ENSP00000310901	14.8
TIAL1	9606.ENSP00000358089	14.8
CPLX3	9606.ENSP00000378464	14.8
CLEC2L	9606.ENSP00000390661	14.7
SHTN1	9606.ENSP00000347532	14.7
PCP2	9606.ENSP00000310585	14.7
KPNA1	9606.ENSP00000343701	14.7
ANP32D	9606.ENSP00000266594	14.7
SHMT2	9606.ENSP00000333667	14.7
B4E171_HUMAN	9606.ENSP00000417050	14.6
ZC3H13	9606.ENSP00000242848	14.6
TBC1D24	9606.ENSP00000494678	14.6
CEP76	9606.ENSP00000262127	14.6
KLC2	9606.ENSP00000399403	14.6
TBCD	9606.ENSP00000347719	14.5
CETN2	9606.ENSP00000359300	14.5
ETHE1	9606.ENSP00000292147	14.5
SCO1	9606.ENSP00000255390	14.5
RAB31	9606.ENSP00000461945	14.4
