network	context	genes_in_context	genes_not_in_network_absolute	genes_not_in_network_relative	genes_not_in_expression_file_absolute	genes_not_in_expression_file_relative	genes_filtered_by_threshold_absolute	genes_filtered_by_threshold_relative
string.human_links_v12_0_min900.Symbol.Brain_Hippocampus.GTEx.0.5	<a href=https://gtexportal.org/home/tissue/Brain_Hippocampus>Brain_Hippocampus</a>	15544	27477	0.699053579606167	98	0.008216651295380229	2488	0.2086023308459797
