ensembl
ENSG00000109255
ENSG00000109738
ENSG00000109794
ENSG00000109805
ENSG00000109881
ENSG00000110723
ENSG00000110777
ENSG00000111110
ENSG00000111186
ENSG00000111199
ENSG00000111206
ENSG00000111224
ENSG00000111247
ENSG00000111816
ENSG00000112029
ENSG00000112357
ENSG00000112365
ENSG00000112877
ENSG00000112984
ENSG00000113790
ENSG00000113924
ENSG00000114405
ENSG00000114631
ENSG00000114670
ENSG00000114805
ENSG00000115163
ENSG00000115255
ENSG00000115290
ENSG00000115392
ENSG00000115761
ENSG00000116095
ENSG00000116106
ENSG00000116191
ENSG00000116299
ENSG00000116761
ENSG00000116830
ENSG00000116990
ENSG00000117155
ENSG00000117215
ENSG00000117399
ENSG00000117597
ENSG00000117650
ENSG00000117697
ENSG00000117724
ENSG00000117983
ENSG00000119878
ENSG00000119927
ENSG00000120334
ENSG00000120519
ENSG00000120696
ENSG00000121089
ENSG00000121807
ENSG00000122512
ENSG00000122952
ENSG00000122966
ENSG00000123213
ENSG00000123485
ENSG00000123500
ENSG00000124116
ENSG00000124143
ENSG00000124217
ENSG00000124243
ENSG00000124374
ENSG00000124429
ENSG00000124466
ENSG00000124664
ENSG00000124787
ENSG00000124813
ENSG00000125630
ENSG00000125850
ENSG00000125869
ENSG00000126016
ENSG00000126353
ENSG00000126778
ENSG00000126787
ENSG00000126953
ENSG00000127989
ENSG00000128059
ENSG00000128165
ENSG00000128394
ENSG00000128422
ENSG00000128965
ENSG00000129521
ENSG00000130347
ENSG00000130363
ENSG00000130768
ENSG00000130818
ENSG00000131153
ENSG00000131747
ENSG00000131797
ENSG00000131944
ENSG00000132000
ENSG00000132436
ENSG00000132570
ENSG00000132623
ENSG00000132763
ENSG00000132801
ENSG00000132881
ENSG00000133063
ENSG00000133216
ENSG00000134028
ENSG00000134057
ENSG00000134460
ENSG00000134490
ENSG00000134690
ENSG00000134709
ENSG00000134716
ENSG00000134755
ENSG00000134817
ENSG00000134901
ENSG00000135045
ENSG00000135069
ENSG00000135451
ENSG00000135549
ENSG00000135622
ENSG00000135744
ENSG00000135750
ENSG00000135763
ENSG00000135778
ENSG00000135931
ENSG00000135953
ENSG00000136108
ENSG00000136425
ENSG00000136824
ENSG00000136883
ENSG00000136932
ENSG00000136982
ENSG00000137078
ENSG00000137142
ENSG00000137274
ENSG00000137440
ENSG00000137513
ENSG00000137601
ENSG00000137648
ENSG00000137747
ENSG00000137760
ENSG00000137807
ENSG00000137809
ENSG00000137825
ENSG00000137843
ENSG00000138160
ENSG00000138180
ENSG00000138182
ENSG00000138439
ENSG00000138442
ENSG00000138769
ENSG00000138780
ENSG00000139116
ENSG00000139193
ENSG00000139629
ENSG00000139737
ENSG00000140284
ENSG00000140297
ENSG00000140525
ENSG00000140832
ENSG00000141252
ENSG00000141293
ENSG00000141441
ENSG00000141570
ENSG00000141579
ENSG00000142089
ENSG00000142273
ENSG00000142556
ENSG00000142856
ENSG00000142945
ENSG00000143126
ENSG00000143228
ENSG00000143412
ENSG00000143476
ENSG00000143479
ENSG00000143498
ENSG00000143502
ENSG00000143674
ENSG00000143850
ENSG00000143942
ENSG00000144063
ENSG00000144120
ENSG00000144354
ENSG00000144451
ENSG00000144645
ENSG00000144741
ENSG00000145088
ENSG00000145103
ENSG00000145113
ENSG00000145331
ENSG00000145386
ENSG00000145545
ENSG00000145945
ENSG00000145979
ENSG00000146013
ENSG00000146143
ENSG00000146166
ENSG00000146670
ENSG00000146757
ENSG00000146858
ENSG00000146918
ENSG00000146955
ENSG00000147316
ENSG00000147689
ENSG00000147799
ENSG00000148143
ENSG00000148702
ENSG00000148735
ENSG00000148773
ENSG00000148835
ENSG00000149328
ENSG00000149346
ENSG00000149531
ENSG00000149554
ENSG00000151014
ENSG00000151117
ENSG00000151413
ENSG00000151470
ENSG00000151725
ENSG00000151882
ENSG00000152049
ENSG00000152056
ENSG00000152078
ENSG00000152147
ENSG00000152253
ENSG00000152256
ENSG00000152413
ENSG00000152455
ENSG00000152457
ENSG00000152669
ENSG00000152749
ENSG00000152766
ENSG00000152785
ENSG00000153015
ENSG00000153044
ENSG00000153113
ENSG00000153292
ENSG00000153363
ENSG00000153982
ENSG00000154814
ENSG00000154914
ENSG00000154917
ENSG00000155066
ENSG00000155265
ENSG00000155542
ENSG00000156011
ENSG00000156170
ENSG00000156234
ENSG00000156398
ENSG00000156510
ENSG00000156531
ENSG00000156795
ENSG00000156970
ENSG00000157399
ENSG00000157456
ENSG00000158089
ENSG00000158125
ENSG00000158315
ENSG00000158481
ENSG00000158528
ENSG00000159259
ENSG00000160307
ENSG00000160345
ENSG00000160813
ENSG00000160949
ENSG00000160957
ENSG00000161267
ENSG00000161888
ENSG00000162062
ENSG00000162063
ENSG00000162105
ENSG00000162129
ENSG00000162396
ENSG00000162415
ENSG00000162433
ENSG00000162543
ENSG00000162849
ENSG00000162929
ENSG00000163026
ENSG00000163053
ENSG00000163235
ENSG00000163362
ENSG00000163568
ENSG00000163607
ENSG00000164087
ENSG00000164109
ENSG00000164114
ENSG00000164124
ENSG00000164142
ENSG00000164181
ENSG00000164182
ENSG00000164266
ENSG00000164342
ENSG00000164366
ENSG00000164542
ENSG00000164610
ENSG00000164638
ENSG00000164694
ENSG00000164855
ENSG00000164976
ENSG00000165105
ENSG00000165171
ENSG00000165178
ENSG00000165209
ENSG00000165240
ENSG00000165304
ENSG00000165434
ENSG00000165449
ENSG00000165474
ENSG00000165480
ENSG00000165572
ENSG00000165591
ENSG00000165816
ENSG00000165821
ENSG00000165905
ENSG00000166123
ENSG00000166143
ENSG00000166578
ENSG00000166851
ENSG00000166860
ENSG00000166896
ENSG00000166922
ENSG00000166923
ENSG00000167103
ENSG00000167105
ENSG00000167286
ENSG00000167384
ENSG00000167513
ENSG00000167741
ENSG00000167766
ENSG00000168032
ENSG00000168078
ENSG00000168116
ENSG00000168556
ENSG00000169248
ENSG00000169258
ENSG00000169302
ENSG00000169550
ENSG00000169570
ENSG00000169679
ENSG00000169814
ENSG00000170191
ENSG00000170231
ENSG00000170312
ENSG00000170315
ENSG00000170373
ENSG00000170425
ENSG00000170439
ENSG00000170469
ENSG00000170522
ENSG00000170634
ENSG00000170954
ENSG00000170962
ENSG00000171004
ENSG00000171124
ENSG00000171174
ENSG00000171208
ENSG00000171346
ENSG00000171428
ENSG00000171466
ENSG00000171560
ENSG00000171631
ENSG00000171848
ENSG00000171984
ENSG00000172061
ENSG00000172171
ENSG00000172215
ENSG00000172296
ENSG00000172469
ENSG00000172575
ENSG00000172954
ENSG00000172986
ENSG00000173083
ENSG00000173218
ENSG00000173599
ENSG00000173614
ENSG00000173894
ENSG00000173898
ENSG00000173930
ENSG00000174013
ENSG00000174028
ENSG00000174206
ENSG00000174442
ENSG00000174607
ENSG00000174808
ENSG00000174891
ENSG00000174938
ENSG00000174939
ENSG00000174977
ENSG00000175063
ENSG00000175087
ENSG00000175643
ENSG00000175741
ENSG00000175832
ENSG00000176087
ENSG00000176153
ENSG00000176428
ENSG00000176532
ENSG00000176842
ENSG00000176890
ENSG00000176920
ENSG00000177058
ENSG00000177459
ENSG00000177465
ENSG00000177570
ENSG00000177707
ENSG00000177788
ENSG00000178105
ENSG00000178163
ENSG00000178397
ENSG00000178700
ENSG00000178750
ENSG00000178966
ENSG00000178999
ENSG00000179023
ENSG00000179639
ENSG00000179886
ENSG00000179913
ENSG00000180257
ENSG00000180340
ENSG00000180346
ENSG00000180389
ENSG00000180423
ENSG00000180535
ENSG00000180596
ENSG00000180730
ENSG00000180787
ENSG00000181218
ENSG00000181284
ENSG00000181449
ENSG00000181577
ENSG00000181617
ENSG00000181634
ENSG00000181896
ENSG00000182013
ENSG00000182134
ENSG00000182489
ENSG00000183248
ENSG00000183484
ENSG00000183742
ENSG00000183765
ENSG00000183814
ENSG00000183840
ENSG00000183844
ENSG00000183856
ENSG00000184156
ENSG00000184227
ENSG00000184349
ENSG00000184454
ENSG00000184574
ENSG00000184719
ENSG00000184903
ENSG00000184985
ENSG00000184992
ENSG00000185015
ENSG00000185090
ENSG00000185220
ENSG00000185436
ENSG00000185567
ENSG00000185621
ENSG00000185730
ENSG00000185875
ENSG00000185905
ENSG00000185986
ENSG00000186153
ENSG00000186185
ENSG00000186193
ENSG00000186212
ENSG00000186364
ENSG00000186810
ENSG00000186907
ENSG00000186940
ENSG00000186973
ENSG00000187210
ENSG00000187534
ENSG00000187554
ENSG00000187566
ENSG00000187583
ENSG00000187815
ENSG00000187954
ENSG00000188060
ENSG00000188064
ENSG00000188112
ENSG00000188295
ENSG00000188322
ENSG00000188372
ENSG00000189057
ENSG00000189308
ENSG00000196152
ENSG00000196233
ENSG00000196247
ENSG00000196387
ENSG00000196388
ENSG00000196407
ENSG00000196505
ENSG00000196611
ENSG00000196659
ENSG00000196754
ENSG00000196793
ENSG00000196810
ENSG00000197008
ENSG00000197013
ENSG00000197050
ENSG00000197056
ENSG00000197279
ENSG00000197302
ENSG00000197362
ENSG00000197429
ENSG00000197557
ENSG00000198018
ENSG00000198125
ENSG00000198134
ENSG00000198183
ENSG00000198246
ENSG00000198331
ENSG00000198535
ENSG00000198538
ENSG00000198554
ENSG00000198753
ENSG00000198794
ENSG00000198846
ENSG00000198855
ENSG00000198890
ENSG00000198920
ENSG00000198976
ENSG00000199906
ENSG00000200033
ENSG00000200170
ENSG00000200714
ENSG00000200879
ENSG00000201302
ENSG00000201772
ENSG00000202314
ENSG00000202441
ENSG00000203499
ENSG00000203706
ENSG00000203724
ENSG00000203780
ENSG00000204253
ENSG00000204366
ENSG00000204396
ENSG00000204544
ENSG00000204604
ENSG00000204611
ENSG00000204618
ENSG00000204922
ENSG00000204991
ENSG00000205763
ENSG00000206562
ENSG00000206754
ENSG00000207425
ENSG00000207547
ENSG00000207561
ENSG00000207650
ENSG00000207721
ENSG00000207923
ENSG00000208772
ENSG00000209082
ENSG00000210140
ENSG00000210144
ENSG00000210195
ENSG00000210196
ENSG00000211450
ENSG00000211599
ENSG00000211611
ENSG00000211632
ENSG00000211639
ENSG00000211655
ENSG00000211685
ENSG00000211747
ENSG00000211942
ENSG00000211952
ENSG00000211961
ENSG00000211968
ENSG00000211970
ENSG00000211972
ENSG00000211974
ENSG00000213047
ENSG00000213131
ENSG00000213178
ENSG00000213189
ENSG00000213214
ENSG00000213260
ENSG00000213453
ENSG00000213700
ENSG00000213757
ENSG00000213793
ENSG00000213799
ENSG00000214174
ENSG00000214176
ENSG00000214401
ENSG00000214535
ENSG00000215006
ENSG00000215256
ENSG00000215908
ENSG00000215915
ENSG00000217801
ENSG00000218048
ENSG00000219928
ENSG00000220749
ENSG00000221164
ENSG00000221184
ENSG00000221500
ENSG00000221886
ENSG00000221909
ENSG00000221955
ENSG00000221990
ENSG00000222011
ENSG00000222345
ENSG00000223313
ENSG00000223350
ENSG00000223478
ENSG00000223612
ENSG00000223648
ENSG00000223768
ENSG00000223803
ENSG00000224041
ENSG00000224536
ENSG00000225031
ENSG00000225200
ENSG00000225285
ENSG00000225492
ENSG00000226608
ENSG00000226752
ENSG00000226781
ENSG00000226976
ENSG00000227063
ENSG00000227077
ENSG00000227376
ENSG00000227671
ENSG00000227719
ENSG00000228232
ENSG00000228278
ENSG00000228288
ENSG00000228409
ENSG00000228502
ENSG00000228594
ENSG00000228716
ENSG00000228929
ENSG00000228952
ENSG00000229204
ENSG00000229644
ENSG00000229939
ENSG00000230074
ENSG00000230076
ENSG00000230199
ENSG00000230330
ENSG00000230409
ENSG00000230487
ENSG00000230896
ENSG00000230953
ENSG00000231106
ENSG00000231292
ENSG00000231587
ENSG00000231747
ENSG00000231789
ENSG00000232024
ENSG00000232368
ENSG00000233426
ENSG00000233621
ENSG00000233834
ENSG00000233999
ENSG00000234160
ENSG00000234287
ENSG00000234614
ENSG00000234742
ENSG00000235109
ENSG00000235169
ENSG00000235552
ENSG00000235576
ENSG00000236039
ENSG00000236060
ENSG00000236675
ENSG00000236699
ENSG00000236824
ENSG00000236876
ENSG00000237111
ENSG00000237649
ENSG00000237854
ENSG00000237988
ENSG00000237991
ENSG00000238249
ENSG00000239040
ENSG00000239569
ENSG00000239819
ENSG00000239975
ENSG00000240024
ENSG00000240671
ENSG00000241244
ENSG00000242193
ENSG00000242640
ENSG00000242960
ENSG00000243063
ENSG00000243199
ENSG00000243836
ENSG00000243955
ENSG00000244459
ENSG00000244538
ENSG00000245571
ENSG00000245694
ENSG00000247095
ENSG00000247271
ENSG00000247626
ENSG00000248485
ENSG00000249264
ENSG00000249855
ENSG00000249936
ENSG00000250182
ENSG00000251039
ENSG00000251546
ENSG00000251562
ENSG00000252516
ENSG00000252965
ENSG00000253234
ENSG00000253451
ENSG00000253563
ENSG00000253683
ENSG00000253930
ENSG00000254343
ENSG00000254395
ENSG00000254612
ENSG00000254726
ENSG00000254837
ENSG00000255062
ENSG00000255135
ENSG00000255320
ENSG00000256151
ENSG00000256229
ENSG00000256338
ENSG00000256393
ENSG00000256771
ENSG00000256968
ENSG00000257084
ENSG00000258512
ENSG00000258682
ENSG00000258920
ENSG00000259120
ENSG00000259153
ENSG00000259337
ENSG00000259342
ENSG00000259974
ENSG00000260025
ENSG00000260027
ENSG00000260219
ENSG00000260231
ENSG00000260265
ENSG00000260459
ENSG00000261183
ENSG00000261652
ENSG00000262406
ENSG00000263639
ENSG00000263834
ENSG00000264281
ENSG00000264425
ENSG00000264538
ENSG00000265321
ENSG00000265452
ENSG00000265660
ENSG00000265688
ENSG00000265743
ENSG00000265806
ENSG00000265917
ENSG00000267023
ENSG00000267080
ENSG00000267475
ENSG00000267480
ENSG00000267523
ENSG00000267547
ENSG00000267565
ENSG00000268903
ENSG00000269001
ENSG00000269313
ENSG00000270558
ENSG00000270728
ENSG00000270761
ENSG00000271122
ENSG00000272034
ENSG00000272047
ENSG00000272086
ENSG00000272141
ENSG00000272221
ENSG00000272288
ENSG00000272379
ENSG00000272523
ENSG00000272620
ENSG00000272686
ENSG00000272894
ENSG00000272913
ENSG00000273045
ENSG00000273604
ENSG00000273820
ENSG00000274002
ENSG00000274104
ENSG00000274605
ENSG00000274816
ENSG00000275180
ENSG00000275395
ENSG00000275765
ENSG00000275964
ENSG00000276043
ENSG00000276180
ENSG00000276291
ENSG00000276550
ENSG00000276566
ENSG00000277977
ENSG00000279483
ENSG00000280002
ENSG00000281990
ENSG00000282122
ENSG00000282173
ENSG00000282221
ENSG00000282431
ENSG00000282600
ENSG00000282639
ENSG00000282780
ENSG00000282939
ENSG00000283429
ENSG00000283475
ENSG00000283498
ENSG00000283906
ENSG00000285128
ENSG00000285373
ENSG00000285906
ENSG00000286388
ENSG00000286451
ENSG00000287024
ENSG00000287978
ENSG00000288398
